timestamp,sensor_timestamp,Temp_C,Humidity_pct,Gas_AQI,Light_Lux,Motion_Detected,state_label,risk,risk_score,scenario_id,scenario,cluster_id,gas_pred,temp_pred,trend,raw_trend,spatial_risk,anomaly_score,is_anomaly,guard_risk_class,guard_scenario_class,guard_scenario_label,guard_confidence,reward,fan,alarm,servo,buzzer,rgb_led,action_id
2026-05-18 12:28:58,2026-05-18 12:28:58,24.56,51.85,67.95,41372.01,0,Warning,Warning,56.24,1,Crowded,1,0.0803,0.133,0.3026,0.020811,0.355,0.0,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:28:58,2026-05-18 12:28:58,24.56,51.85,67.95,41372.01,0,Warning,Warning,56.24,1,Crowded,1,0.0803,0.133,0.3026,0.020811,0.355,0.0,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:02,2026-05-18 12:29:02,24.71,51.02,66.25,41059.95,0,Warning,Warning,56.23,1,Crowded,1,0.067,0.1412,0.3019,0.020767,0.3566,0.0025,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:02,2026-05-18 12:29:02,24.71,51.02,66.25,41059.95,0,Warning,Warning,56.23,1,Crowded,1,0.067,0.1412,0.3019,0.020767,0.3566,0.0025,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:06,2026-05-18 12:29:06,24.32,52.09,66.21,42823.96,0,Warning,Warning,56.26,1,Crowded,1,0.0667,0.1199,0.3109,0.021376,0.373,0.0018,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:06,2026-05-18 12:29:06,24.32,52.09,66.21,42823.96,0,Warning,Warning,56.26,1,Crowded,1,0.0667,0.1199,0.3109,0.021376,0.373,0.0018,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:10,2026-05-18 12:29:10,24.94,51.18,68.14,41753.99,0,Warning,Warning,56.24,1,Crowded,1,0.0818,0.1538,0.301,0.020706,0.3526,0.0063,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:10,2026-05-18 12:29:10,24.94,51.18,68.14,41753.99,0,Warning,Warning,56.24,1,Crowded,1,0.0818,0.1538,0.301,0.020706,0.3526,0.0063,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:14,2026-05-18 12:29:14,24.35,51.12,68.3,42835.18,0,Warning,Warning,56.29,1,Crowded,1,0.0831,0.1215,0.3059,0.02104,0.3506,0.0008,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:14,2026-05-18 12:29:14,24.35,51.12,68.3,42835.18,0,Warning,Warning,56.29,1,Crowded,1,0.0831,0.1215,0.3059,0.02104,0.3506,0.0008,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:18,2026-05-18 12:29:18,24.27,52.4,66.03,42192.7,0,Warning,Warning,56.24,1,Crowded,1,0.0653,0.1171,0.3097,0.021294,0.3779,0.006,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:18,2026-05-18 12:29:18,24.27,52.4,66.03,42192.7,0,Warning,Warning,56.24,1,Crowded,1,0.0653,0.1171,0.3097,0.021294,0.3779,0.006,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:22,2026-05-18 12:29:22,24.9,52.09,68.34,42611.6,0,Warning,Warning,56.28,1,Crowded,1,0.0834,0.1516,0.3056,0.021018,0.3521,0.0006,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:22,2026-05-18 12:29:22,24.9,52.09,68.34,42611.6,0,Warning,Warning,56.28,1,Crowded,1,0.0834,0.1516,0.3056,0.021018,0.3521,0.0006,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:26,2026-05-18 12:29:26,24.8,51.14,67.76,41534.52,0,Warning,Warning,56.23,1,Crowded,1,0.0788,0.1461,0.3012,0.02072,0.354,0.0032,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:26,2026-05-18 12:29:26,24.8,51.14,67.76,41534.52,0,Warning,Warning,56.23,1,Crowded,1,0.0788,0.1461,0.3012,0.02072,0.354,0.0032,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:30,2026-05-18 12:29:30,24.8,51.61,66.42,42859.36,0,Warning,Warning,56.3,1,Crowded,1,0.0683,0.1461,0.3085,0.021214,0.3518,0.0006,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:30,2026-05-18 12:29:30,24.8,51.61,66.42,42859.36,0,Warning,Warning,56.3,1,Crowded,1,0.0683,0.1461,0.3085,0.021214,0.3518,0.0006,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:34,2026-05-18 12:29:34,24.91,51.82,66.85,42251.29,0,Warning,Warning,56.29,1,Crowded,1,0.0717,0.1522,0.306,0.021046,0.3494,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:34,2026-05-18 12:29:34,24.91,51.82,66.85,42251.29,0,Warning,Warning,56.29,1,Crowded,1,0.0717,0.1522,0.306,0.021046,0.3494,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:38,2026-05-18 12:29:38,24.07,52.48,69.21,41583.53,0,Warning,Warning,56.2,1,Crowded,1,0.0902,0.1062,0.3037,0.020887,0.3749,0.0089,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:38,2026-05-18 12:29:38,24.07,52.48,69.21,41583.53,0,Warning,Warning,56.2,1,Crowded,1,0.0902,0.1062,0.3037,0.020887,0.3749,0.0089,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:42,2026-05-18 12:29:42,24.27,51.72,67.76,42872.31,0,Warning,Warning,56.26,1,Crowded,1,0.0788,0.1171,0.3083,0.021198,0.3644,0.0003,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:42,2026-05-18 12:29:42,24.27,51.72,67.76,42872.31,0,Warning,Warning,56.26,1,Crowded,1,0.0788,0.1171,0.3083,0.021198,0.3644,0.0003,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:46,2026-05-18 12:29:46,24.0,52.81,68.02,42714.23,0,Warning,Warning,56.23,1,Crowded,1,0.0809,0.1024,0.3098,0.021301,0.3891,0.0084,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:46,2026-05-18 12:29:46,24.0,52.81,68.02,42714.23,0,Warning,Warning,56.23,1,Crowded,1,0.0809,0.1024,0.3098,0.021301,0.3891,0.0084,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:50,2026-05-18 12:29:50,24.63,51.29,68.66,41734.79,0,Warning,Warning,56.24,1,Crowded,1,0.0859,0.1368,0.3014,0.020731,0.353,0.003,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:50,2026-05-18 12:29:50,24.63,51.29,68.66,41734.79,0,Warning,Warning,56.24,1,Crowded,1,0.0859,0.1368,0.3014,0.020731,0.353,0.003,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:54,2026-05-18 12:29:54,24.38,52.29,67.24,41162.23,0,Warning,Warning,56.22,1,Crowded,1,0.0748,0.1232,0.3041,0.020916,0.3667,0.0029,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:54,2026-05-18 12:29:54,24.38,52.29,67.24,41162.23,0,Warning,Warning,56.22,1,Crowded,1,0.0748,0.1232,0.3041,0.020916,0.3667,0.0029,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:58,2026-05-18 12:29:58,24.12,51.46,66.1,41684.71,0,Warning,Warning,56.25,1,Crowded,1,0.0658,0.1089,0.3066,0.021088,0.3637,0.0004,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:29:58,2026-05-18 12:29:58,24.12,51.46,66.1,41684.71,0,Warning,Warning,56.25,1,Crowded,1,0.0658,0.1089,0.3066,0.021088,0.3637,0.0004,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:02,2026-05-18 12:30:02,24.19,52.09,69.56,41506.04,0,Warning,Warning,56.21,1,Crowded,1,0.0929,0.1128,0.302,0.020774,0.3639,0.0009,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:02,2026-05-18 12:30:02,24.19,52.09,69.56,41506.04,0,Warning,Warning,56.21,1,Crowded,1,0.0929,0.1128,0.302,0.020774,0.3639,0.0009,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:06,2026-05-18 12:30:06,24.39,52.85,68.11,42816.78,0,Warning,Warning,56.24,1,Crowded,1,0.0816,0.1237,0.3093,0.021267,0.3797,0.0018,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:10,2026-05-18 12:30:10,24.54,52.21,68.25,42070.24,0,Warning,Warning,56.24,1,Crowded,1,0.0827,0.1319,0.3052,0.020987,0.3619,0.0,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:10,2026-05-18 12:30:10,24.54,52.21,68.25,42070.24,0,Warning,Warning,56.24,1,Crowded,1,0.0827,0.1319,0.3052,0.020987,0.3619,0.0,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:14,2026-05-18 12:30:14,24.85,52.38,69.97,42809.79,0,Warning,Warning,56.26,1,Crowded,1,0.0961,0.1489,0.3046,0.020949,0.3552,0.0017,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:14,2026-05-18 12:30:14,24.85,52.38,69.97,42809.79,0,Warning,Warning,56.26,1,Crowded,1,0.0961,0.1489,0.3046,0.020949,0.3552,0.0017,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:18,2026-05-18 12:30:18,24.93,51.85,66.05,41193.39,0,Warning,Warning,56.25,1,Crowded,1,0.0654,0.1533,0.3038,0.020892,0.3549,0.0012,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:18,2026-05-18 12:30:18,24.93,51.85,66.05,41193.39,0,Warning,Warning,56.25,1,Crowded,1,0.0654,0.1533,0.3038,0.020892,0.3549,0.0012,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:22,2026-05-18 12:30:22,24.49,52.0,67.5,41489.22,0,Warning,Warning,56.24,1,Crowded,1,0.0768,0.1292,0.3041,0.020913,0.3594,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:22,2026-05-18 12:30:22,24.49,52.0,67.5,41489.22,0,Warning,Warning,56.24,1,Crowded,1,0.0768,0.1292,0.3041,0.020913,0.3594,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:26,2026-05-18 12:30:26,24.83,51.76,68.54,41411.74,0,Warning,Warning,56.23,1,Crowded,1,0.0849,0.1478,0.3009,0.020699,0.3554,0.002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:26,2026-05-18 12:30:26,24.83,51.76,68.54,41411.74,0,Warning,Warning,56.23,1,Crowded,1,0.0849,0.1478,0.3009,0.020699,0.3554,0.002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:30,2026-05-18 12:30:30,24.4,51.75,66.03,42465.52,0,Warning,Warning,56.27,1,Crowded,1,0.0653,0.1242,0.3091,0.021259,0.3642,0.0001,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:30,2026-05-18 12:30:30,24.4,51.75,66.03,42465.52,0,Warning,Warning,56.27,1,Crowded,1,0.0653,0.1242,0.3091,0.021259,0.3642,0.0001,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:34,2026-05-18 12:30:34,24.85,51.47,68.65,42109.66,0,Warning,Warning,56.26,1,Crowded,1,0.0858,0.1489,0.3024,0.020796,0.3499,0.0043,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:34,2026-05-18 12:30:34,24.85,51.47,68.65,42109.66,0,Warning,Warning,56.26,1,Crowded,1,0.0858,0.1489,0.3024,0.020796,0.3499,0.0043,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:38,2026-05-18 12:30:38,24.53,51.28,68.23,41542.74,0,Warning,Warning,56.24,1,Crowded,1,0.0825,0.1314,0.3017,0.020749,0.3542,0.0009,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:38,2026-05-18 12:30:38,24.53,51.28,68.23,41542.74,0,Warning,Warning,56.24,1,Crowded,1,0.0825,0.1314,0.3017,0.020749,0.3542,0.0009,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:42,2026-05-18 12:30:42,24.33,51.27,69.24,41316.39,0,Warning,Warning,56.21,1,Crowded,1,0.0904,0.1204,0.3,0.020635,0.3568,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:42,2026-05-18 12:30:42,24.33,51.27,69.24,41316.39,0,Warning,Warning,56.21,1,Crowded,1,0.0904,0.1204,0.3,0.020635,0.3568,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:46,2026-05-18 12:30:46,24.4,51.15,66.78,41756.09,0,Warning,Warning,56.27,1,Crowded,1,0.0712,0.1242,0.3046,0.020948,0.3511,0.0001,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:46,2026-05-18 12:30:46,24.4,51.15,66.78,41756.09,0,Warning,Warning,56.27,1,Crowded,1,0.0712,0.1242,0.3046,0.020948,0.3511,0.0001,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:50,2026-05-18 12:30:50,24.96,52.5,67.55,42027.32,0,Warning,Warning,56.26,1,Crowded,1,0.0772,0.1549,0.3055,0.021011,0.3574,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:50,2026-05-18 12:30:50,24.96,52.5,67.55,42027.32,0,Warning,Warning,56.26,1,Crowded,1,0.0772,0.1549,0.3055,0.021011,0.3574,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:54,2026-05-18 12:30:54,24.9,51.84,66.32,41961.19,0,Warning,Warning,56.29,1,Crowded,1,0.0676,0.1516,0.3059,0.02104,0.3503,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:54,2026-05-18 12:30:54,24.9,51.84,66.32,41961.19,0,Warning,Warning,56.29,1,Crowded,1,0.0676,0.1516,0.3059,0.02104,0.3503,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:58,2026-05-18 12:30:58,24.58,52.33,69.5,42324.08,0,Warning,Warning,56.24,1,Crowded,1,0.0925,0.1341,0.3043,0.02093,0.3608,0.0005,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:30:58,2026-05-18 12:30:58,24.58,52.33,69.5,42324.08,0,Warning,Warning,56.24,1,Crowded,1,0.0925,0.1341,0.3043,0.02093,0.3608,0.0005,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:02,2026-05-18 12:31:02,24.65,52.43,69.17,42584.06,0,Warning,Warning,56.24,1,Crowded,1,0.0899,0.1379,0.3056,0.021021,0.3624,0.0004,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:06,2026-05-18 12:31:06,24.79,52.64,66.24,41473.86,0,Warning,Warning,56.24,1,Crowded,1,0.0669,0.1456,0.3062,0.021061,0.3655,0.002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:06,2026-05-18 12:31:06,24.79,52.64,66.24,41473.86,0,Warning,Warning,56.24,1,Crowded,1,0.0669,0.1456,0.3062,0.021061,0.3655,0.002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:10,2026-05-18 12:31:10,24.55,51.83,69.25,41823.1,0,Warning,Warning,56.25,1,Crowded,1,0.0905,0.1325,0.3021,0.020782,0.3525,0.0001,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:10,2026-05-18 12:31:10,24.55,51.83,69.25,41823.1,0,Warning,Warning,56.25,1,Crowded,1,0.0905,0.1325,0.3021,0.020782,0.3525,0.0001,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:14,2026-05-18 12:31:14,24.19,52.6,69.86,42391.04,0,Warning,Warning,56.21,1,Crowded,1,0.0953,0.1128,0.3054,0.021004,0.375,0.0032,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:14,2026-05-18 12:31:14,24.19,52.6,69.86,42391.04,0,Warning,Warning,56.21,1,Crowded,1,0.0953,0.1128,0.3054,0.021004,0.375,0.0032,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:18,2026-05-18 12:31:18,24.25,51.98,66.94,41054.0,0,Warning,Warning,56.22,1,Crowded,1,0.0724,0.116,0.3039,0.020905,0.3651,0.0019,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:18,2026-05-18 12:31:18,24.25,51.98,66.94,41054.0,0,Warning,Warning,56.22,1,Crowded,1,0.0724,0.116,0.3039,0.020905,0.3651,0.0019,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:22,2026-05-18 12:31:22,24.81,51.61,68.13,41889.37,0,Warning,Warning,56.26,1,Crowded,1,0.0817,0.1467,0.3028,0.020828,0.3512,0.003,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:22,2026-05-18 12:31:22,24.81,51.61,68.13,41889.37,0,Warning,Warning,56.26,1,Crowded,1,0.0817,0.1467,0.3028,0.020828,0.3512,0.003,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:26,2026-05-18 12:31:26,24.85,52.9,66.39,42400.74,0,Warning,Warning,56.25,1,Crowded,1,0.0681,0.1489,0.3094,0.021276,0.3712,0.001,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:26,2026-05-18 12:31:26,24.85,52.9,66.39,42400.74,0,Warning,Warning,56.25,1,Crowded,1,0.0681,0.1489,0.3094,0.021276,0.3712,0.001,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:30,2026-05-18 12:31:30,24.81,51.5,67.77,41553.85,0,Warning,Warning,56.24,1,Crowded,1,0.0789,0.1467,0.302,0.020774,0.3537,0.0028,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:30,2026-05-18 12:31:30,24.81,51.5,67.77,41553.85,0,Warning,Warning,56.24,1,Crowded,1,0.0789,0.1467,0.302,0.020774,0.3537,0.0028,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:34,2026-05-18 12:31:34,24.39,51.47,66.9,42921.07,0,Warning,Warning,56.28,1,Crowded,1,0.0721,0.1237,0.3089,0.021239,0.3592,0.0004,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:34,2026-05-18 12:31:34,24.39,51.47,66.9,42921.07,0,Warning,Warning,56.28,1,Crowded,1,0.0721,0.1237,0.3089,0.021239,0.3592,0.0004,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:38,2026-05-18 12:31:38,24.62,52.66,69.29,42833.74,0,Warning,Warning,56.24,1,Crowded,1,0.0908,0.1363,0.3068,0.021098,0.3677,0.0005,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:38,2026-05-18 12:31:38,24.62,52.66,69.29,42833.74,0,Warning,Warning,56.24,1,Crowded,1,0.0908,0.1363,0.3068,0.021098,0.3677,0.0005,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:42,2026-05-18 12:31:42,24.63,52.49,68.93,42587.5,0,Warning,Warning,56.24,1,Crowded,1,0.088,0.1368,0.3062,0.021056,0.3645,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:42,2026-05-18 12:31:42,24.63,52.49,68.93,42587.5,0,Warning,Warning,56.24,1,Crowded,1,0.088,0.1368,0.3062,0.021056,0.3645,0.0002,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:46,2026-05-18 12:31:46,24.64,51.51,67.11,42461.55,0,Warning,Warning,56.29,1,Crowded,1,0.0737,0.1374,0.3065,0.021075,0.3513,0.0012,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:46,2026-05-18 12:31:46,24.64,51.51,67.11,42461.55,0,Warning,Warning,56.29,1,Crowded,1,0.0737,0.1374,0.3065,0.021075,0.3513,0.0012,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
2026-05-18 12:31:50,2026-05-18 12:31:50,24.48,51.93,66.85,42507.12,0,Warning,Warning,56.26,1,Crowded,1,0.0717,0.1286,0.3082,0.021197,0.3634,0.0001,False,1,1,Crowded,1.0,0.7,ON,OFF,OPEN,OFF,YELLOW,1
