Timestamp,Temp_C,Humidity_pct,Gas_AQI,Light_Lux,Motion_Detected,True_Scenario
2026-05-02 01:02:00,23.98,64.97,66.47,0.0,0,1
2026-05-02 01:03:00,23.85,63.92,66.47,108.1,0,1
2026-05-02 01:04:00,24.25,64.48,66.18,110.0,0,1
2026-05-02 01:05:00,23.89,61.14,66.89,0.0,0,1
2026-05-02 01:06:00,23.95,62.97,66.59,170.2,0,1
2026-05-02 01:07:00,24.2,62.15,66.71,0.0,0,4
2026-05-02 01:08:00,23.86,65.0,66.5,124.1,0,1
2026-05-02 01:09:00,23.56,65.0,66.59,0.0,0,4
2026-05-02 01:10:00,23.75,62.66,66.16,106.9,0,1
2026-05-02 01:11:00,24.27,62.19,65.98,83.5,0,1
2026-05-02 01:12:00,24.03,62.06,65.7,17.8,0,4
2026-05-02 01:13:00,24.08,64.03,65.97,76.4,0,1
2026-05-02 01:14:00,24.08,63.87,66.03,11.9,0,1
2026-05-02 01:15:00,24.46,62.6,66.39,107.9,0,1
2026-05-02 01:16:00,23.49,63.41,66.01,284.5,0,1
2026-05-02 01:17:00,23.98,63.75,65.91,0.0,0,1
2026-05-02 01:18:00,24.02,65.0,66.16,0.0,0,4
2026-05-02 01:19:00,24.0,63.29,66.52,0.0,0,1
2026-05-02 01:20:00,24.21,64.83,65.87,0.0,0,1
2026-05-02 01:21:00,24.21,63.09,65.99,0.0,0,1
2026-05-02 01:22:00,23.95,64.98,65.63,0.0,0,1
2026-05-02 01:23:00,23.58,65.0,66.01,129.5,0,1
2026-05-02 01:24:00,24.63,62.82,66.8,0.0,0,1
2026-05-02 01:25:00,24.0,64.51,65.65,100.9,0,1
2026-05-02 01:26:00,24.03,65.0,65.35,123.4,0,1
2026-05-02 01:27:00,24.32,63.38,65.46,84.7,0,1
2026-05-02 01:28:00,23.9,63.66,65.45,105.2,0,1
2026-05-02 01:29:00,24.32,64.09,65.85,160.7,0,1
2026-05-02 01:30:00,23.92,65.0,65.87,28.4,0,1
2026-05-02 01:31:00,24.46,61.44,65.63,0.0,0,1
2026-05-02 01:32:00,24.11,62.07,65.18,80.3,0,1
2026-05-02 01:33:00,23.83,65.0,64.67,94.0,0,1
2026-05-02 01:34:00,24.54,62.34,64.35,106.8,0,1
2026-05-02 01:35:00,24.15,65.0,64.12,0.0,0,1
2026-05-02 01:36:00,23.84,63.16,64.3,0.0,0,1
2026-05-02 01:37:00,23.64,63.69,64.24,0.0,0,1
2026-05-02 01:38:00,24.17,64.76,63.97,83.2,0,1
2026-05-02 01:39:00,24.34,64.16,63.55,103.1,0,1
2026-05-02 01:40:00,24.09,62.26,63.27,0.0,0,4
2026-05-02 01:41:00,24.07,64.36,63.05,0.0,0,1
2026-05-02 01:42:00,24.38,62.42,62.76,103.3,0,1
2026-05-02 01:43:00,24.14,64.08,63.08,15.7,0,4
2026-05-02 01:44:00,23.82,64.07,63.7,202.9,0,1
2026-05-02 01:45:00,23.83,63.78,63.21,244.5,0,1
2026-05-02 01:46:00,24.12,62.83,63.72,151.8,0,4
2026-05-02 01:47:00,24.11,61.59,64.04,43.7,0,1
2026-05-02 01:48:00,24.25,62.63,64.13,234.8,0,4
2026-05-02 01:49:00,24.07,64.48,64.8,44.7,0,1
2026-05-02 01:50:00,24.15,64.08,64.73,0.0,0,1
2026-05-02 01:51:00,24.07,62.65,64.91,0.0,0,1
2026-05-02 01:52:00,24.22,64.77,64.97,0.0,0,1
2026-05-02 01:53:00,24.17,63.96,64.99,0.0,0,1
2026-05-02 01:54:00,23.91,64.62,65.19,55.6,0,1
2026-05-02 01:55:00,23.93,62.61,65.2,0.0,0,1
2026-05-02 01:56:00,24.06,65.0,65.4,0.0,0,1
2026-05-02 01:57:00,24.0,64.34,65.11,67.3,0,1
2026-05-02 01:58:00,24.31,65.0,64.83,119.0,0,1
2026-05-02 01:59:00,24.03,62.97,64.54,38.7,0,1
2026-05-02 02:00:00,23.62,62.11,64.39,71.1,0,1
2026-05-02 02:01:00,23.68,63.09,64.84,0.0,0,1
2026-05-02 02:02:00,23.91,65.0,64.64,0.0,0,1
2026-05-02 02:03:00,24.15,62.2,64.93,58.7,0,4
2026-05-02 02:04:00,23.79,65.0,65.04,127.3,0,1
2026-05-02 02:05:00,24.13,62.72,64.85,93.8,0,1
2026-05-02 02:06:00,23.78,64.55,65.42,0.0,0,1
2026-05-02 02:07:00,24.01,64.05,65.73,0.0,0,1
2026-05-02 02:08:00,24.07,63.3,65.72,205.7,0,4
2026-05-02 02:09:00,23.68,63.86,65.67,89.6,0,1
2026-05-02 02:10:00,24.06,62.5,65.7,4.7,0,1
2026-05-02 02:11:00,24.37,65.0,65.03,0.0,0,4
2026-05-02 02:12:00,23.91,64.52,64.68,0.0,0,1
2026-05-02 02:13:00,23.98,61.85,64.88,17.0,0,1
2026-05-02 02:14:00,24.02,62.11,64.2,49.3,0,1
2026-05-02 02:15:00,23.98,64.43,63.89,84.1,0,4
2026-05-02 02:16:00,23.97,63.81,63.74,62.7,0,1
2026-05-02 02:17:00,23.95,61.67,65.01,0.0,0,1
2026-05-02 02:18:00,23.57,65.0,65.3,0.0,0,1
2026-05-02 02:19:00,24.07,60.33,65.77,261.8,0,1
2026-05-02 02:20:00,23.69,63.65,65.41,0.0,0,1
2026-05-02 02:21:00,24.05,63.72,65.56,0.0,0,1
2026-05-02 02:22:00,24.13,62.77,64.79,0.0,0,1
2026-05-02 02:23:00,24.06,64.71,64.65,0.0,0,4
2026-05-02 02:24:00,23.73,64.76,64.87,112.8,0,1
2026-05-02 02:25:00,24.03,63.89,64.27,0.0,0,4
2026-05-02 02:26:00,23.9,63.82,64.45,177.3,0,4
2026-05-02 02:27:00,23.81,64.69,64.66,0.0,0,1
2026-05-02 02:28:00,24.47,62.86,64.4,150.1,0,4
2026-05-02 02:29:00,23.73,62.34,64.05,0.0,0,1
2026-05-02 02:30:00,24.08,64.82,63.76,0.0,0,1
2026-05-02 02:31:00,24.33,65.0,63.63,27.9,0,1
2026-05-02 02:32:00,24.05,63.81,63.51,74.9,0,1
2026-05-02 02:33:00,23.8,64.18,63.75,0.0,0,4
2026-05-02 02:34:00,23.81,63.99,63.54,52.1,0,1
2026-05-02 02:35:00,23.6,62.75,64.26,87.6,0,4
2026-05-02 02:36:00,23.97,63.16,64.95,0.0,0,1
2026-05-02 02:37:00,23.98,64.75,65.06,0.0,0,1
2026-05-02 02:38:00,23.89,64.24,64.91,0.0,0,1
2026-05-02 02:39:00,24.3,65.0,64.68,0.0,0,1
2026-05-02 02:40:00,23.94,64.76,64.82,48.8,0,1
2026-05-02 02:41:00,23.56,63.9,65.04,0.0,0,1
2026-05-02 02:42:00,24.32,64.13,64.95,0.0,0,1
2026-05-02 02:43:00,23.66,64.02,64.78,0.0,0,1
2026-05-02 02:44:00,24.08,61.69,64.93,0.0,0,1
2026-05-02 02:45:00,24.11,64.88,64.97,59.6,0,4
2026-05-02 02:46:00,23.93,64.48,64.72,96.7,0,1
2026-05-02 02:47:00,24.19,65.0,64.77,0.0,0,1
2026-05-02 02:48:00,23.97,63.18,64.51,0.0,0,4
2026-05-02 02:49:00,23.86,64.86,64.2,42.4,0,4
2026-05-02 02:50:00,23.43,63.69,64.21,0.0,0,1
2026-05-02 02:51:00,23.52,63.42,63.97,93.9,0,4
2026-05-02 02:52:00,24.64,65.0,63.67,125.9,0,1
2026-05-02 02:53:00,24.13,61.12,64.14,0.0,0,1
2026-05-02 02:54:00,24.26,63.37,63.99,0.0,0,1
2026-05-02 02:55:00,24.58,65.0,64.8,0.0,0,1
2026-05-02 02:56:00,23.86,62.12,65.07,97.7,0,1
2026-05-02 02:57:00,23.91,63.28,64.71,240.3,0,1
2026-05-02 02:58:00,23.54,65.0,65.22,215.5,0,1
2026-05-02 02:59:00,23.88,62.5,64.91,0.0,0,1
2026-05-02 03:00:00,23.87,64.35,65.76,0.0,0,1
2026-05-02 03:01:00,23.85,63.03,65.84,100.5,0,1
2026-05-02 03:02:00,24.21,65.0,66.07,0.0,0,4
2026-05-02 03:03:00,24.13,65.0,66.06,57.4,0,1
2026-05-02 03:04:00,24.18,62.94,66.16,36.3,0,1
2026-05-02 03:05:00,23.64,60.82,66.05,11.2,0,1
2026-05-02 03:06:00,23.96,64.45,65.63,123.4,0,1
2026-05-02 03:07:00,24.04,64.95,65.77,127.9,0,1
2026-05-02 03:08:00,24.42,63.82,66.2,0.0,0,1
2026-05-02 03:09:00,23.98,64.28,65.67,0.0,0,1
2026-05-02 03:10:00,23.91,64.22,66.32,0.0,0,1
2026-05-02 03:11:00,24.22,63.05,66.56,0.0,0,1
2026-05-02 03:12:00,23.88,63.02,66.35,0.0,0,4
2026-05-02 03:13:00,24.06,63.72,66.13,50.3,0,1
2026-05-02 03:14:00,24.06,63.4,66.92,0.0,0,4
2026-05-02 03:15:00,23.82,64.83,67.3,0.0,0,1
2026-05-02 03:16:00,23.77,63.04,67.75,97.4,0,1
2026-05-02 03:17:00,23.93,63.33,67.6,47.7,0,1
2026-05-02 03:18:00,23.82,64.08,67.8,0.0,1,1
2026-05-02 03:19:00,23.56,63.44,67.91,202.4,0,1
2026-05-02 03:20:00,24.11,61.9,67.79,88.6,0,1
2026-05-02 03:21:00,24.08,64.39,67.8,0.0,0,1
2026-05-02 03:22:00,23.75,62.51,68.24,0.0,0,1
2026-05-02 03:23:00,23.72,64.34,68.88,94.6,0,1
2026-05-02 03:24:00,24.05,64.29,68.71,24.3,0,1
2026-05-02 03:25:00,24.37,64.91,68.09,0.0,0,4
2026-05-02 03:26:00,24.19,65.0,68.75,107.4,0,1
2026-05-02 03:27:00,24.23,64.98,69.41,150.9,0,1
2026-05-02 03:28:00,23.85,63.08,69.52,141.8,0,1
2026-05-02 03:29:00,24.03,63.32,70.22,185.1,0,1
2026-05-02 03:30:00,23.9,64.23,70.28,248.3,0,1
2026-05-02 03:31:00,23.75,64.0,69.81,207.6,0,1
2026-05-02 03:32:00,23.98,63.93,69.18,40.9,0,1
2026-05-02 03:33:00,23.71,65.0,68.54,0.0,0,1
2026-05-02 03:34:00,23.75,64.23,68.49,0.0,0,1
2026-05-02 03:35:00,23.82,65.0,68.24,1.3,0,4
2026-05-02 03:36:00,23.85,62.57,67.94,62.3,0,1
2026-05-02 03:37:00,23.93,64.4,67.85,5.2,0,1
2026-05-02 03:38:00,23.42,62.52,68.18,0.0,0,1
2026-05-02 03:39:00,23.7,65.0,67.89,0.0,0,1
2026-05-02 03:40:00,24.33,63.03,67.54,77.4,0,4
2026-05-02 03:41:00,23.94,62.14,67.3,0.0,0,1
2026-05-02 03:42:00,24.08,63.26,67.66,19.9,0,1
2026-05-02 03:43:00,24.04,64.22,67.59,51.8,0,1
2026-05-02 03:44:00,23.91,62.34,67.67,134.2,0,1
2026-05-02 03:45:00,23.72,63.04,68.3,205.5,0,1
2026-05-02 03:46:00,23.8,63.51,69.48,0.0,0,1
2026-05-02 03:47:00,24.43,64.1,69.69,22.1,0,1
2026-05-02 03:48:00,23.81,61.56,69.85,25.8,0,1
2026-05-02 03:49:00,24.37,63.73,69.27,77.9,0,1
2026-05-02 03:50:00,23.84,63.63,69.36,64.5,0,1
2026-05-02 03:51:00,23.87,65.0,69.32,171.0,0,1
2026-05-02 03:52:00,24.03,64.24,69.64,0.0,0,1
2026-05-02 03:53:00,24.03,65.0,69.4,50.2,0,1
2026-05-02 03:54:00,23.91,64.6,69.42,81.2,0,1
2026-05-02 03:55:00,24.2,62.33,69.62,0.0,1,1
2026-05-02 03:56:00,23.9,64.81,70.37,0.0,0,1
2026-05-02 03:57:00,24.43,64.24,70.96,15.4,0,1
2026-05-02 03:58:00,24.46,62.86,71.42,0.0,0,1
2026-05-02 03:59:00,24.65,62.87,71.64,224.1,0,1
2026-05-02 04:00:00,24.41,61.05,71.35,67.8,0,4
2026-05-02 04:01:00,24.78,64.39,71.57,0.0,0,1
2026-05-02 04:02:00,24.77,63.44,71.14,0.0,0,1
2026-05-02 04:03:00,24.76,63.03,70.96,93.6,0,4
2026-05-02 04:04:00,25.29,61.85,71.63,83.5,0,1
2026-05-02 04:05:00,24.98,62.99,71.77,0.0,0,1
2026-05-02 04:06:00,24.81,64.44,71.76,72.4,0,1
2026-05-02 04:07:00,25.37,63.43,71.82,0.0,0,1
2026-05-02 04:08:00,25.18,63.16,71.67,128.1,0,1
2026-05-02 04:09:00,25.57,61.65,70.64,119.1,0,1
2026-05-02 04:10:00,24.72,63.98,70.01,0.0,0,4
2026-05-02 04:11:00,25.18,62.84,70.2,0.0,0,1
2026-05-02 04:12:00,25.24,63.57,69.73,243.8,0,1
2026-05-02 04:13:00,24.91,65.0,69.61,111.9,0,1
2026-05-02 04:14:00,25.49,63.02,69.01,0.0,0,1
2026-05-02 04:15:00,25.42,65.0,68.64,0.0,0,1
2026-05-02 04:16:00,25.08,63.73,68.59,24.9,0,1
2026-05-02 04:17:00,25.46,61.92,68.93,0.0,0,1
2026-05-02 04:18:00,26.06,62.96,69.36,0.0,0,1
2026-05-02 04:19:00,24.19,62.66,68.97,0.0,0,1
2026-05-02 04:20:00,23.79,65.0,69.05,0.0,0,1
2026-05-02 04:21:00,23.78,63.41,68.37,135.2,0,1
2026-05-02 04:22:00,24.18,61.56,68.35,220.2,0,1
2026-05-02 04:23:00,23.48,64.38,68.71,0.0,0,1
2026-05-02 04:24:00,24.12,63.24,68.62,0.0,0,1
2026-05-02 04:25:00,23.51,62.89,69.13,46.7,0,1
2026-05-02 04:26:00,24.38,63.5,69.43,195.8,0,1
2026-05-02 04:27:00,24.14,64.09,69.47,0.0,0,4
2026-05-02 04:28:00,23.51,64.38,69.3,102.0,0,1
2026-05-02 04:29:00,23.88,63.45,69.0,0.0,0,1
2026-05-02 04:30:00,24.06,63.08,68.31,2.6,0,1
2026-05-02 04:31:00,23.48,63.58,67.7,0.0,0,1
2026-05-02 04:32:00,23.97,62.11,68.09,1.3,0,1
2026-05-02 04:33:00,24.1,65.0,68.7,0.0,0,1
2026-05-02 04:34:00,23.47,65.0,68.18,73.0,0,1
2026-05-02 04:35:00,24.17,62.13,68.16,213.4,0,1
2026-05-02 04:36:00,23.95,62.94,67.43,0.0,0,4
2026-05-02 04:37:00,24.22,62.0,66.98,0.0,0,1
2026-05-02 04:38:00,23.93,64.77,67.06,0.0,0,1
2026-05-02 04:39:00,23.72,62.77,66.8,35.9,0,1
2026-05-02 04:40:00,23.7,64.86,65.95,24.2,0,4
2026-05-02 04:41:00,23.91,64.24,66.68,0.0,0,1
2026-05-02 04:42:00,23.94,63.5,66.63,178.5,0,1
2026-05-02 04:43:00,24.26,64.87,66.13,16.3,0,4
2026-05-02 04:44:00,23.92,63.29,66.17,0.0,0,4
2026-05-02 04:45:00,23.6,64.16,66.12,0.0,0,4
2026-05-02 04:46:00,23.88,62.31,66.28,0.0,0,1
2026-05-02 04:47:00,23.61,61.21,66.11,39.5,0,1
2026-05-02 04:48:00,24.08,64.76,66.23,29.5,0,1
2026-05-02 04:49:00,24.14,62.66,66.62,0.0,0,1
2026-05-02 04:50:00,24.18,64.73,66.03,0.0,0,4
2026-05-02 04:51:00,23.92,63.29,65.71,0.0,0,4
2026-05-02 04:52:00,23.82,63.72,66.07,0.0,0,1
2026-05-02 04:53:00,23.87,64.03,65.81,0.0,0,1
2026-05-02 04:54:00,23.98,62.99,65.76,48.6,0,4
2026-05-02 04:55:00,23.87,61.84,65.55,0.0,0,1
2026-05-02 04:56:00,24.4,61.99,65.37,0.0,0,4
2026-05-02 04:57:00,23.91,62.58,65.15,0.0,0,1
2026-05-02 04:58:00,23.98,63.59,64.6,0.0,0,1
2026-05-02 04:59:00,23.82,65.0,64.81,134.4,0,1
2026-05-02 05:00:00,23.82,62.98,65.27,48.3,0,4
2026-05-02 05:01:00,23.69,63.92,65.19,0.0,0,1
2026-05-02 05:02:00,23.75,64.24,65.59,60.5,0,4
2026-05-02 05:03:00,24.47,61.98,65.37,187.2,0,1
2026-05-02 05:04:00,24.14,63.86,65.13,82.3,0,1
2026-05-02 05:05:00,23.92,65.0,65.31,54.7,0,1
2026-05-02 05:06:00,23.84,64.29,65.49,100.1,0,1
2026-05-02 05:07:00,24.32,63.09,65.43,4.5,0,4
2026-05-02 05:08:00,23.8,62.87,65.72,45.6,0,1
2026-05-02 05:09:00,23.58,64.04,65.15,0.0,0,1
2026-05-02 05:10:00,24.13,62.52,65.02,0.0,0,1
2026-05-02 05:11:00,23.78,63.21,65.43,41.1,0,4
2026-05-02 05:12:00,23.69,63.89,65.84,41.6,0,1
2026-05-02 05:13:00,23.74,63.72,66.19,0.0,0,1
2026-05-02 05:14:00,24.11,64.68,66.61,124.3,0,1
2026-05-02 05:15:00,23.98,62.92,66.43,0.0,0,4
2026-05-02 05:16:00,23.77,64.4,65.67,0.0,0,1
2026-05-02 05:17:00,24.13,62.86,65.55,0.0,0,1
2026-05-02 05:18:00,23.8,62.78,65.81,0.0,0,1
2026-05-02 05:19:00,23.6,64.88,66.15,40.6,0,1
2026-05-02 05:20:00,23.68,64.55,65.9,0.0,0,1
2026-05-02 05:21:00,24.02,62.86,65.47,118.2,0,1
2026-05-02 05:22:00,23.81,60.11,65.09,115.7,0,1
2026-05-02 05:23:00,24.04,64.89,64.85,0.0,0,1
2026-05-02 05:24:00,24.29,64.13,64.04,0.0,0,1
2026-05-02 05:25:00,23.85,65.0,63.82,64.1,0,1
2026-05-02 05:26:00,24.68,64.1,63.86,117.6,0,4
2026-05-02 05:27:00,24.08,63.51,63.84,0.0,0,1
2026-05-02 05:28:00,23.96,63.15,63.71,33.8,0,1
2026-05-02 05:29:00,23.68,61.9,63.43,0.0,0,1
2026-05-02 05:30:00,23.92,63.87,63.21,0.0,0,4
2026-05-02 05:31:00,23.95,63.13,63.0,131.2,0,1
2026-05-02 05:32:00,24.2,62.38,63.33,361.2,0,1
2026-05-02 05:33:00,23.86,62.16,63.36,0.0,0,1
2026-05-02 05:34:00,24.12,62.2,64.75,0.0,0,1
2026-05-02 05:35:00,24.02,61.96,64.61,0.0,0,1
2026-05-02 05:36:00,24.25,64.44,64.8,7.9,0,1
2026-05-02 05:37:00,24.27,64.56,64.67,0.0,0,1
2026-05-02 05:38:00,24.09,62.58,64.53,0.0,0,1
2026-05-02 05:39:00,24.2,64.79,65.21,0.0,0,1
2026-05-02 05:40:00,24.29,63.32,65.64,47.5,0,1
2026-05-02 05:41:00,24.14,65.0,64.87,0.0,0,1
2026-05-02 05:42:00,24.08,64.2,64.44,0.0,0,4
2026-05-02 05:43:00,24.11,64.2,64.38,0.0,1,1
2026-05-02 05:44:00,24.41,63.32,64.17,0.0,0,1
2026-05-02 05:45:00,24.04,62.68,63.53,0.0,0,1
2026-05-02 05:46:00,24.19,61.75,63.6,0.0,0,1
2026-05-02 05:47:00,23.84,64.07,62.82,77.2,0,1
2026-05-02 05:48:00,24.38,62.95,62.9,0.0,0,1
2026-05-02 05:49:00,24.12,65.0,63.25,0.0,0,1
2026-05-02 05:50:00,23.92,64.61,63.65,123.0,0,4
2026-05-02 05:51:00,23.99,62.6,63.61,50.0,0,1
2026-05-02 05:52:00,23.95,63.56,64.28,0.0,0,1
2026-05-02 05:53:00,24.01,63.14,64.44,0.0,0,1
2026-05-02 05:54:00,24.06,63.47,64.81,0.0,0,4
2026-05-02 05:55:00,23.96,62.08,64.49,81.2,0,1
2026-05-02 05:56:00,23.61,65.0,65.16,0.0,0,4
2026-05-02 05:57:00,24.45,62.49,65.16,0.0,0,4
2026-05-02 05:58:00,24.07,64.28,65.83,0.0,0,1
2026-05-02 05:59:00,24.08,62.77,66.41,0.0,0,4
2026-05-02 06:00:00,24.0,63.13,66.5,168.6,0,1
2026-05-02 06:01:00,24.23,63.98,66.65,113.5,0,1
2026-05-02 06:02:00,24.02,61.09,66.55,0.0,0,1
2026-05-02 06:03:00,23.93,64.88,66.17,181.3,0,1
2026-05-02 06:04:00,23.95,65.0,66.41,353.6,0,1
2026-05-02 06:05:00,24.32,64.89,66.62,330.3,0,1
2026-05-02 06:06:00,24.06,62.68,65.9,604.4,0,1
2026-05-02 06:07:00,24.0,63.96,65.85,868.4,0,1
2026-05-02 06:08:00,23.9,63.2,66.21,609.6,0,1
2026-05-02 06:09:00,23.93,61.91,66.83,666.7,0,1
2026-05-02 06:10:00,24.28,63.31,67.11,735.0,0,1
2026-05-02 06:11:00,23.78,62.15,66.43,709.8,0,1
2026-05-02 06:12:00,24.18,64.07,65.95,1251.5,0,1
2026-05-02 06:13:00,24.19,64.31,65.79,1189.9,0,1
2026-05-02 06:14:00,24.07,65.0,66.38,1472.0,0,1
2026-05-02 06:15:00,23.97,64.26,66.1,1634.6,0,1
2026-05-02 06:16:00,23.65,63.6,66.54,1517.8,0,1
2026-05-02 06:17:00,24.18,63.12,66.24,1681.6,0,1
2026-05-02 06:18:00,23.62,64.28,66.46,2151.9,0,1
2026-05-02 06:19:00,24.06,65.0,66.03,2086.6,0,1
2026-05-02 06:20:00,24.03,65.0,65.93,2171.4,0,1
2026-05-02 06:21:00,24.22,63.2,65.43,2284.0,0,1
2026-05-02 06:22:00,23.8,65.0,66.04,2554.3,0,1
2026-05-02 06:23:00,23.79,63.28,65.73,2916.9,0,1
2026-05-02 06:24:00,24.16,63.9,65.05,2985.7,0,1
2026-05-02 06:25:00,23.99,63.2,64.35,3095.6,0,1
2026-05-02 06:26:00,23.53,64.56,64.32,3437.3,0,1
2026-05-02 06:27:00,24.03,62.57,64.13,3589.8,0,1
2026-05-02 06:28:00,24.48,61.22,64.43,3640.5,0,1
2026-05-02 06:29:00,24.17,61.87,64.33,4114.1,0,1
2026-05-02 06:30:00,23.74,64.67,64.85,3934.3,0,1
2026-05-02 06:31:00,24.15,62.05,64.68,4281.1,0,1
2026-05-02 06:32:00,24.28,62.79,65.13,4289.9,0,1
2026-05-02 06:33:00,23.61,65.0,64.72,4635.4,0,1
2026-05-02 06:34:00,23.97,64.99,64.07,4689.4,0,1
2026-05-02 06:35:00,24.37,61.91,63.73,4968.9,0,1
2026-05-02 06:36:00,23.66,61.19,63.26,5396.8,0,1
2026-05-02 06:37:00,23.97,62.67,62.75,5422.8,0,1
2026-05-02 06:38:00,23.99,63.85,62.97,5566.4,0,1
2026-05-02 06:39:00,23.94,64.48,62.88,5618.8,0,1
2026-05-02 06:40:00,24.39,61.63,62.98,5938.9,0,1
2026-05-02 06:41:00,24.36,60.98,63.23,6001.8,0,1
2026-05-02 06:42:00,23.98,62.54,62.53,6437.6,1,1
2026-05-02 06:43:00,23.8,63.26,62.82,6644.8,0,1
2026-05-02 06:44:00,24.37,65.0,62.33,6731.9,0,1
2026-05-02 06:45:00,24.25,63.38,62.12,7166.9,0,1
2026-05-02 06:46:00,24.06,64.3,61.35,7365.6,0,1
2026-05-02 06:47:00,24.22,64.61,61.68,7418.1,0,1
2026-05-02 06:48:00,24.22,62.75,61.0,7687.0,0,1
2026-05-02 06:49:00,23.84,63.94,60.55,7769.2,0,1
2026-05-02 06:50:00,23.91,64.02,60.13,8029.4,0,1
2026-05-02 06:51:00,24.06,64.24,60.14,8156.6,0,1
2026-05-02 06:52:00,23.58,64.03,60.15,8454.1,0,1
2026-05-02 06:53:00,23.98,64.88,60.57,8726.0,0,1
2026-05-02 06:54:00,23.87,65.0,60.59,8767.8,0,1
2026-05-02 06:55:00,24.11,63.11,61.08,9266.3,0,1
2026-05-02 06:56:00,23.78,64.81,61.3,9551.3,0,1
2026-05-02 06:57:00,24.17,63.82,60.95,9660.7,0,1
2026-05-02 06:58:00,24.12,65.0,60.72,9572.4,0,1
